transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,month,weekday,year
T12970,U105,2022-03-17,Expense,Rnt,8162.0,Csh,Delhi,asdfgh,3,Thursday,2022
T6782,U015,2021-10-14,Expense,Entertain,7185.0,upi,HYD,Online course,10,Thursday,2021
T2566,U043,2023-05-06,Income,Investment,33210.0,bank transfer,Delhi,Petrol,5,Saturday,2023
T3232,U057,2021-10-20,Expense,travel,9420.0,Bank Transfer,KOLKATA,Electricity bill,10,Wednesday,2021
T5914,U002,2021-07-07,Income,Freelance,32675.0,cash,jaipur,,7,Wednesday,2021
T12356,U032,2023-05-12,Expense,Traval,741.0,Csh,chennai,...,5,Friday,2023
T9644,U086,2024-07-01,Income,Investment,48693.0,,mumbai,Monthly rent payment,7,Monday,2024
T9840,U126,2024-09-24,Expense,Rentt,48411.0,UPi,LUCKNOW,Doctor consultation,9,Tuesday,2024
T11921,U103,2022-06-28,Expense,Rent,7222.0,Bank_Transfer,jaipur,,6,Tuesday,2022
T8423,U030,2023-07-02,Expense,Foodd,2004.0,CARD,mumbai,Fixed deposit,7,Sunday,2023
T3323,U063,2021-01-27,Expense,education,8408.0,CARD,pune,,1,Wednesday,2021
T12124,U104,2021-07-24,Expense,Foods,1004.0,Cash,LUCKNOW,Restaurant dinner,7,Saturday,2021
T5903,U081,2023-11-20,Expense,RENT,502.0,Bank Transfer,ahmedabad,Internet bill,11,Monday,2023
T7879,U072,2023-01-06,Expense,rent,6176.0,csh,BAN,Gym membership,1,Friday,2023
T13159,U035,2021-11-23,Expense,Utility,5708.0,CASH,HYD,Restaurant dinner,11,Tuesday,2021
T10229,U016,2023-05-02,Income,Freelance,44732.0,,Jaipur,Doctor consultation,5,Tuesday,2023
T3610,U063,2021-12-27,Expense,SAVINGS,2782.0,UPI,HYD,Gym membership,12,Monday,2021
T10557,U077,2023-11-17,Expense,Travel,3607.0,cash,Delhi,Coffee,11,Friday,2023
T4485,U086,2024-02-07,Expense,Fod,2701.0,Bank_Transfer,HYD,Internet bill,2,Wednesday,2024
T12361,U038,2021-08-26,Expense,Entertainment,8667.0,UPi,PUN,ATM withdrawal,8,Thursday,2021
T12788,U131,2022-09-14,Expense,TRAVEL,8740.0,,Kolkata,Electricity bill,9,Wednesday,2022
T2391,U118,2024-10-14,Expense,Foodd,1311.0,bank transfer,chennai,...,10,Monday,2024
T4963,U061,2023-10-29,Expense,entertainment,9991.0,Csh,chennai,,10,Sunday,2023
T6393,U015,2021-09-16,Expense,Saving,4828.0,upi,DEL,...,9,Thursday,2021
T2492,U007,2023-08-24,Expense,Rentt,31837.0,Card,jaipur,,8,Thursday,2023
T12574,U120,2024-11-18,Expense,Rentt,39367.0,Upi,Jaipur,EMI payment,11,Monday,2024
T8471,U039,2023-12-11,Expense,Foods,2476.0,BankTransfer,,EMI payment,12,Monday,2023
T10360,U077,2024-01-07,Expense,RENT,7560.0,CARD,Mumbai,Lunch,1,Sunday,2024
T4691,U062,2024-04-07,Expense,Foodd,4894.0,BankTransfer,Pune,Movie tickets,4,Sunday,2024
T0570,U130,2023-12-13,Expense,Utility,6715.0,Card,AHM,,12,Wednesday,2023
T0891,U017,2024-09-03,Income,Bonus,75084.0,CARD,kolkata,Medicine,9,Tuesday,2024
T12242,U056,2024-01-10,Expense,Travel,0.0,Upi,JAIPUR,Movie tickets,1,Wednesday,2024
T11825,U026,2022-04-21,Expense,Foodd,3699.0,UPi,pune,,4,Thursday,2022
T10344,U089,2024-10-03,Income,Salary,68142.0,Upi,MUMBAI,Internet bill,10,Thursday,2024
T10933,U062,2024-10-07,Expense,Health,8737.0,CARD,KOLKATA,Monthly rent payment,10,Monday,2024
T8915,U032,2022-09-03,Expense,Rentt,16079.0,cash,BAN,Books,9,Saturday,2022
T10566,U066,2022-07-15,Expense,entertainment,3293.0,Csh,hyderabad,Books,7,Friday,2022
T5034,U042,2024-10-12,Expense,Entertain,5248.0,Cash,KOL,Restaurant dinner,10,Saturday,2024
T5470,U112,2024-06-24,Expense,Entertain,5246.0,Card,PUNE,,6,Monday,2024
T8767,U113,2024-05-31,Expense,Food,-500.0,Csh,,Uber ride,5,Friday,2024
T6550,U075,2022-07-09,Expense,Travel,8890.0,Cash,jaipur,Restaurant dinner,7,Saturday,2022
T3674,U146,2023-07-12,Income,Salary,61776.0,card,Pune,...,7,Wednesday,2023
T4927,U149,2024-09-25,Expense,SAVINGS,7003.0,cash,delhi,,9,Wednesday,2024
T0905,U140,2021-06-21,Expense,Misc,8365.0,Card,Ahmedabad,Monthly rent payment,6,Monday,2021
T13985,U010,2022-07-12,Expense,Foodd,4960.0,BankTransfer,ahmedabad,Movie tickets,7,Tuesday,2022
T6349,U041,2022-12-31,Expense,Utility,2648.0,Card,BAN,,12,Saturday,2022
T8851,U055,2021-04-08,Expense,Fod,7208.0,Cash,MUM,Uber ride,4,Thursday,2021
T1906,U093,2023-10-19,Expense,Rentt,17463.0,cash,Kolkata,Monthly rent payment,10,Thursday,2023
T6862,U003,2023-06-04,Expense,food,8751.0,cash,AHM,EMI payment,6,Sunday,2023
T10290,U061,2022-03-09,Expense,RENT,8321.0,,CHENNAI,,3,Wednesday,2022
T13601,U048,2021-11-16,Expense,Entertain,2759.0,upi,,EMI payment,11,Tuesday,2021
T8246,U042,2022-03-14,Expense,travel,9360.0,Bank Transfr,MUMBAI,Monthly rent payment,3,Monday,2022
T12783,U097,2024-08-04,Expense,TRAVEL,9803.0,cash,Bangalore,Fixed deposit,8,Sunday,2024
T4004,U082,2024-01-03,Expense,Educaton,9457.0,UPI,PUN,misc,1,Wednesday,2024
T5316,U105,2024-08-31,Income,Investment,28409.0,card,PUN,,8,Saturday,2024
T3342,U088,2023-06-09,Expense,Rnt,2129.0,card,HYDERABAD,Gym membership,6,Friday,2023
T1992,U060,2024-09-07,Expense,RENT,5290.0,CRD,lucknow,Train ticket,9,Saturday,2024
T8361,U003,2023-05-16,Expense,rent,2278.0,Bank Transfer,delhi,Train ticket,5,Tuesday,2023
T3073,U007,2022-12-01,Expense,Foods,4873.0,Bank Transfr,bangalore,Lunch,12,Thursday,2022
T9812,U141,2024-05-24,Expense,Foodd,301.0,Csh,BANGALORE,,5,Friday,2024
T12782,U109,2023-03-08,Expense,travel,9786.0,CASH,Hyderabad,Doctor consultation,3,Wednesday,2023
T2584,U021,2023-06-25,Expense,Rent,37979.0,Bank_Transfer,Jaipur,Doctor consultation,6,Sunday,2023
T7505,U110,2021-01-04,Income,Others,64814.0,UPI,PUN,Uber ride,1,Monday,2021
T13458,U058,2024-09-18,Expense,Rnt,328.0,CARD,KOL,Coffee,9,Wednesday,2024
T7346,U062,2023-01-31,Expense,EDU,6485.0,CARD,,test,1,Tuesday,2023
T8385,U106,2024-12-09,Income,Salary,40631.0,BankTransfer,PUN,,12,Monday,2024
T13620,U144,2022-03-20,Expense,Utilities,1686.0,Upi,JAI,,3,Sunday,2022
T8443,U004,2022-11-23,Expense,Entertain,999999999.0,,hyderabad,Electricity bill,11,Wednesday,2022
T12645,U024,2023-06-17,Income,Freelance,62527.0,bank transfer,Kolkata,Monthly rent payment,6,Saturday,2023
T3752,U046,2024-01-09,Expense,food,9721.0,CRD,CHE,Shopping,1,Tuesday,2024
T12674,U024,2024-03-24,Expense,Rentt,12001.0,upi,BAN,,3,Sunday,2024
T6417,U029,2021-12-21,Income,Others,44645.0,Upi,HYDERABAD,Petrol,12,Tuesday,2021
T13046,U137,2021-02-06,Expense,Travl,4885.0,Crd,LUCKNOW,Doctor consultation,2,Saturday,2021
T8763,U144,2023-05-24,Income,Others,53848.0,Crd,,,5,Wednesday,2023
T2623,U021,2023-05-22,Expense,Foodd,4698.0,UPi,Ahmedabad,Shopping,5,Monday,2023
T9155,U037,2023-07-31,Expense,Rent,28481.0,Cash,HYDERABAD,test,7,Monday,2023
T2748,U049,2023-02-28,Income,Freelance,73238.0,Csh,HYDERABAD,misc,2,Tuesday,2023
T13327,U014,2024-10-12,Expense,Rentt,45422.0,Cash,KOLKATA,,10,Saturday,2024
T2855,U008,2021-08-01,Expense,Rnt,8813.0,CRD,JAI,Petrol,8,Sunday,2021
T8589,U019,2023-03-18,Expense,Entertainment,5711.0,Csh,PUNE,Medicine,3,Saturday,2023
T10120,U016,2023-11-23,Income,Others,64931.0,Bank Transfer,KOLKATA,xyz123,11,Thursday,2023
T2112,U134,2022-12-19,Expense,Travel,5608.0,CASH,MUMBAI,Electricity bill,12,Monday,2022
T1070,U075,2022-05-20,Expense,utilities,8084.0,Cash,CHE,test,5,Friday,2022
T4917,U044,2022-02-03,Expense,Travl,5889.0,Bank Transfr,Hyderabad,,2,Thursday,2022
T10065,U057,2023-04-01,Expense,Savings,433.0,Bank_Transfer,Kolkata,EMI payment,4,Saturday,2023
T10082,U006,2023-08-10,Expense,Entrtnmnt,8886.0,Card,lucknow,...,8,Thursday,2023
T8777,U015,2023-11-07,Expense,Rent,43520.0,UPI,hyderabad,Monthly rent payment,11,Tuesday,2023
T8908,U137,2024-01-05,Expense,RENT,5192.0,Bank Transfr,,,1,Friday,2024
T9252,U067,2023-09-03,Expense,rent,8529.0,upi,PUN,ATM withdrawal,9,Sunday,2023
T8209,U013,2023-01-12,Expense,Entertainment,5020.0,Cash,pune,,1,Thursday,2023
T9404,U090,2023-03-20,Income,Salary,55112.0,Crd,HYDERABAD,Doctor consultation,3,Monday,2023
T9276,U007,2024-02-20,Expense,Travel,2061.0,upi,bangalore,Restaurant dinner,2,Tuesday,2024
T6534,U020,2022-03-15,Expense,Utility,1190.0,upi,bangalore,Lunch,3,Tuesday,2022
T0180,U126,2024-11-03,Income,Others,64627.0,Bank Transfr,PUNE,,11,Sunday,2024
T11546,U084,2021-08-23,Expense,Entertainment,2819.0,CRD,HYD,Books,8,Monday,2021
T5879,U130,2021-05-21,Expense,food,4649.0,Upi,BANGALORE,Petrol,5,Friday,2021
T2568,U107,2023-11-07,Expense,Rnt,9660.0,Bank Transfer,JAI,!!!,11,Tuesday,2023
T4260,U056,2024-04-14,Expense,rent,4123.0,upi,,Electricity bill,4,Sunday,2024
T12657,U004,2024-10-01,Expense,Traval,4701.0,csh,,test,10,Tuesday,2024
T13047,U055,2022-01-07,Expense,Foods,4570.0,card,hyderabad,Train ticket,1,Friday,2022
T5027,U019,2021-09-22,Expense,Utlities,396.0,UPI,Chennai,,9,Wednesday,2021
T8829,U091,2021-10-31,Expense,rent,2214.0,Crd,pune,Train ticket,10,Sunday,2021
T1447,U081,2021-07-20,Expense,food,3972.0,BankTransfer,CHE,,7,Tuesday,2021
T6945,U094,2021-05-12,Expense,education,1331.0,upi,MUM,Online course,5,Wednesday,2021
T4370,U026,2024-12-08,Expense,RENT,3550.0,BankTransfer,Delhi,test,12,Sunday,2024
T13710,U132,2021-12-28,Expense,Helth,7509.0,Upi,Pune,Uber ride,12,Tuesday,2021
T4238,U008,2024-03-01,Income,Salary,25841.0,cash,DEL,asdfgh,3,Friday,2024
T8447,U142,2022-06-16,Expense,Travel,6297.0,csh,Ahmedabad,test,6,Thursday,2022
T2014,U120,2023-05-31,Income,uncategorized,33389.0,Csh,JAI,Movie tickets,5,Wednesday,2023
T1448,U110,2022-05-07,Expense,Fod,845.0,CRD,chennai,Gym membership,5,Saturday,2022
T4015,U147,2022-08-04,Expense,education,3310.0,Csh,AHM,Coffee,8,Thursday,2022
T0584,U139,2024-03-15,Expense,Utlities,302.0,upi,mumbai,asdfgh,3,Friday,2024
T7417,U106,2021-03-15,Expense,rent,9379.0,card,BAN,Doctor consultation,3,Monday,2021
T4996,U011,2024-07-31,Expense,HEALTH,4811.0,UPI,Jaipur,Train ticket,7,Wednesday,2024
T10865,U115,2022-01-05,Expense,Rentt,8518.0,Csh,delhi,Monthly rent payment,1,Wednesday,2022
T9409,U053,2024-11-24,Expense,Travel,3997.0,upi,MUM,,11,Sunday,2024
T11457,U055,2022-09-01,Income,Investment,12527.0,Crd,JAIPUR,asdfgh,9,Thursday,2022
T4966,U036,2024-09-01,Expense,Rnt,8210.0,Bank Transfr,,,9,Sunday,2024
T4030,U126,2021-11-23,Expense,EDU,6959.0,UPi,Mumbai,Books,11,Tuesday,2021
T7331,U123,2022-12-18,Expense,Education,2352.0,Bank Transfr,LUC,ATM withdrawal,12,Sunday,2022
T7579,U071,2023-06-04,Expense,Food,2007.0,Bank Transfr,Mumbai,Petrol,6,Sunday,2023
T5847,U083,2022-10-11,Expense,Foodd,3952.0,card,bangalore,Online course,10,Tuesday,2022
T2364,U080,2024-03-11,Expense,entertainment,5302.0,BankTransfer,CHENNAI,misc,3,Monday,2024
T9990,U056,2023-10-13,Expense,Travel,6661.0,UPi,DEL,Train ticket,10,Friday,2023
T4408,U094,2022-07-20,Expense,Utilities,5193.0,Upi,Chennai,Electricity bill,7,Wednesday,2022
T0827,U071,2023-04-10,Expense,Educaton,5369.0,Crd,MUMBAI,Uber ride,4,Monday,2023
T7582,U033,2024-09-07,Expense,Educaton,6956.0,Csh,MUM,ATM withdrawal,9,Saturday,2024
T4539,U040,2021-07-19,Income,Salary,61212.0,Card,bangalore,Fixed deposit,7,Monday,2021
T12033,U093,2024-07-26,Expense,utilities,591.0,upi,DEL,EMI payment,7,Friday,2024
T3676,U136,2021-02-25,Expense,Utilities,-500.0,card,BANGALORE,Gym membership,2,Thursday,2021
T8517,U064,2023-05-30,Expense,rent,8249.0,CASH,chennai,!!!,5,Tuesday,2023
T7844,U097,2023-01-22,Expense,Travel,1681.0,,jaipur,Books,1,Sunday,2023
T2718,U049,2022-03-12,Expense,health,7085.0,upi,jaipur,Doctor consultation,3,Saturday,2022
T6407,U139,2023-10-23,Expense,Entertainment,8002.0,cash,,EMI payment,10,Monday,2023
T10928,U086,2022-04-12,Expense,Foodd,4550.0,Bank Transfr,CHE,Shopping,4,Tuesday,2022
T2023,U107,2023-03-24,Expense,Foods,3585.0,CRD,Ahmedabad,Uber ride,3,Friday,2023
T10797,U026,2021-08-23,Expense,Utilities,6343.0,CARD,,Medicine,8,Monday,2021
T11066,U126,2023-06-17,Income,Salary,57365.0,cash,AHMEDABAD,test,6,Saturday,2023
T12581,U023,2022-11-18,Expense,TRAVEL,6220.0,Card,lucknow,,11,Friday,2022
T1428,U105,2023-10-26,Income,Bonus,46795.0,bank transfer,CHENNAI,,10,Thursday,2023
T0687,U031,2022-05-04,Expense,FOOD,753.0,CASH,PUN,Monthly rent payment,5,Wednesday,2022
T3100,U091,2023-10-24,Expense,travel,819.0,Bank_Transfer,LUCKNOW,ATM withdrawal,10,Tuesday,2023
T3896,U091,2023-07-31,Income,Bonus,58544.0,UPI,Chennai,Shopping,7,Monday,2023
T9937,U083,2024-11-20,Expense,Food,1518.0,BankTransfer,Kolkata,test,11,Wednesday,2024
T7962,U057,2021-02-04,Expense,Rent,25973.0,Crd,Jaipur,Fixed deposit,2,Thursday,2021
T5008,U034,2024-02-17,Income,Investment,46868.0,cash,DEL,,2,Saturday,2024
T10296,U132,2023-06-01,Expense,Rnt,4265.0,Card,BAN,asdfgh,6,Thursday,2023
T12383,U040,2023-11-25,Income,Investment,22841.0,cash,mumbai,!!!,11,Saturday,2023
T13072,U146,2022-04-25,Expense,Food,3287.0,csh,BAN,Medicine,4,Monday,2022
T3923,U001,2022-05-18,Expense,travel,7698.0,Upi,JAI,,5,Wednesday,2022
T7683,U101,2023-05-27,Expense,Rentt,37019.0,csh,Pune,Grocery shopping,5,Saturday,2023
T13902,U141,2023-04-14,Expense,Entertain,6453.0,Bank Transfer,AHMEDABAD,EMI payment,4,Friday,2023
T6071,U128,2021-09-11,Expense,Fod,2556.0,card,,,9,Saturday,2021
T3320,U063,2021-03-08,Expense,Rnt,5658.0,Cash,Delhi,Grocery shopping,3,Monday,2021
T3473,U032,2021-06-24,Income,Freelance,37108.0,Card,,Movie tickets,6,Thursday,2021
T1323,U056,2023-12-26,Expense,FOOD,3593.0,upi,KOL,EMI payment,12,Tuesday,2023
T1094,U024,2024-07-09,Expense,rent,9635.0,Bank_Transfer,,,7,Tuesday,2024
T11003,U048,2023-11-09,Expense,Helth,8984.0,Upi,,test,11,Thursday,2023
T3228,U018,2024-04-26,Expense,Helth,-1000.0,bank transfer,Lucknow,test,4,Friday,2024
T6176,U058,2022-08-05,Expense,entertainment,3689.0,UPi,mumbai,Restaurant dinner,8,Friday,2022
T10651,U049,2024-03-28,Expense,utilities,4510.0,cash,Mumbai,xyz123,3,Thursday,2024
T7526,U054,2021-01-25,Income,uncategorized,33737.0,upi,,Gym membership,1,Monday,2021
T2660,U024,2022-02-04,Expense,Traval,0.0,bank transfer,KOLKATA,...,2,Friday,2022
T11494,U082,2021-06-21,Expense,Rent,15810.0,CARD,Ahmedabad,Internet bill,6,Monday,2021
T4533,U083,2022-07-05,Expense,Education,6632.0,Crd,JAI,xyz123,7,Tuesday,2022
T4407,U081,2021-01-16,Income,Bonus,67519.0,Cash,HYDERABAD,Coffee,1,Saturday,2021
T6970,U049,2021-02-17,Expense,Utility,5501.0,cash,hyderabad,Uber ride,2,Wednesday,2021
T8975,U049,2024-01-28,Expense,rent,291.0,Card,KOL,Fixed deposit,1,Sunday,2024
T4207,U037,2022-04-07,Expense,Entrtnmnt,736.0,Bank_Transfer,AHMEDABAD,test,4,Thursday,2022
T4540,U072,2023-02-20,Income,Bonus,11567.0,Bank Transfr,hyderabad,!!!,2,Monday,2023
T2617,U044,2021-08-05,Expense,Fod,6131.0,csh,HYDERABAD,asdfgh,8,Thursday,2021
T2101,U150,2024-03-23,Expense,Food,4055.0,BankTransfer,LUCKNOW,Grocery shopping,3,Saturday,2024
T5331,U115,2024-09-03,Income,Investment,66078.0,,hyderabad,Books,9,Tuesday,2024
T2721,U092,2021-10-16,Expense,RENT,3475.0,Crd,Chennai,EMI payment,10,Saturday,2021
T8459,U085,2023-12-01,Expense,utilities,5105.0,CRD,pune,,12,Friday,2023
T7898,U046,2021-04-09,Expense,utilities,9174.0,Bank_Transfer,HYD,EMI payment,4,Friday,2021
T7930,U032,2022-05-05,Expense,Utilties,8883.0,UPI,DEL,Electricity bill,5,Thursday,2022
T8370,U114,2021-02-06,Expense,Foods,3080.0,UPi,Pune,Gym membership,2,Saturday,2021
T6953,U142,2021-02-21,Income,Salary,18885.0,CRD,LUCKNOW,ATM withdrawal,2,Sunday,2021
T10554,U025,2024-01-29,Expense,Helth,1014.0,Crd,hyderabad,Medicine,1,Monday,2024
T6547,U036,2021-11-25,Expense,travel,8371.0,Card,Lucknow,,11,Thursday,2021
T11010,U044,2023-11-29,Expense,Utlities,2047.0,CARD,Mumbai,Shopping,11,Wednesday,2023
T7605,U132,2022-10-01,Expense,Entertainment,1461.0,UPi,JAIPUR,Electricity bill,10,Saturday,2022
T6038,U045,2023-02-25,Expense,Utilities,7793.0,Bank Transfr,lucknow,Gym membership,2,Saturday,2023
T5083,U117,2022-12-14,Expense,FOOD,8886.0,Cash,Delhi,misc,12,Wednesday,2022
T0064,U122,2021-06-24,Expense,entertainment,9708.0,bank transfer,PUN,Electricity bill,6,Thursday,2021
T2175,U098,2022-07-31,Expense,Foods,999999.0,CASH,Lucknow,Doctor consultation,7,Sunday,2022
T9048,U053,2024-04-13,Expense,Travl,8575.0,Bank Transfer,Hyderabad,Coffee,4,Saturday,2024
T7350,U141,2023-05-02,Expense,Traval,3057.0,Cash,DEL,!!!,5,Tuesday,2023
T9624,U111,2021-12-08,Expense,Utilties,6926.0,cash,bangalore,Fixed deposit,12,Wednesday,2021
T7801,U023,2024-10-18,Expense,Foodd,1783.0,Cash,KOL,Internet bill,10,Friday,2024
T12584,U092,2021-06-10,Expense,entertainment,2235.0,CASH,LUCKNOW,,6,Thursday,2021
T7537,U032,2022-04-27,Expense,entertainment,5707.0,Bank Transfr,PUN,Grocery shopping,4,Wednesday,2022
T0799,U023,2021-11-29,Expense,TRAVEL,0.0,Bank Transfr,LUC,,11,Monday,2021
T6618,U149,2024-08-22,Income,Freelance,26401.0,,KOLKATA,EMI payment,8,Thursday,2024
T0959,U102,2024-01-27,Expense,FOOD,4058.0,card,Lucknow,ATM withdrawal,1,Saturday,2024
T1439,U063,2024-08-12,Expense,FOOD,6313.0,,,EMI payment,8,Monday,2024
T0675,U132,2021-10-20,Expense,FOOD,1824.0,Upi,ahmedabad,Lunch,10,Wednesday,2021
T4048,U143,2024-04-13,Expense,Entertainment,-500.0,Crd,MUM,Electricity bill,4,Saturday,2024
T2021,U007,2024-08-20,Expense,Food,4861.0,csh,jaipur,Coffee,8,Tuesday,2024
T12823,U011,2022-01-26,Income,Salary,13042.0,,Kolkata,!!!,1,Wednesday,2022
T12166,U127,2022-04-15,Expense,Utilties,7423.0,Bank_Transfer,HYD,Grocery shopping,4,Friday,2022
T2034,U083,2022-08-13,Expense,Foods,1883.0,Card,Mumbai,,8,Saturday,2022
T4581,U002,2021-09-08,Expense,FOOD,1012.0,CRD,bangalore,Movie tickets,9,Wednesday,2021
T12483,U103,2023-02-20,Expense,Traval,615.0,cash,Pune,Medicine,2,Monday,2023
T10726,U009,2022-10-01,Expense,Fod,1687.0,Bank_Transfer,KOL,Movie tickets,10,Saturday,2022
T13175,U085,2022-12-25,Expense,Food,2143.0,Bank_Transfer,chennai,!!!,12,Sunday,2022
T2411,U040,2021-08-11,Expense,FOOD,2076.0,Upi,bangalore,Coffee,8,Wednesday,2021
T7142,U116,2022-06-12,Expense,Entrtnmnt,2131.0,UPi,JAIPUR,Monthly rent payment,6,Sunday,2022
T13232,U060,2023-02-04,Expense,Rent,45594.0,Upi,Jaipur,,2,Saturday,2023
T8118,U096,2023-11-06,Expense,Traval,6396.0,Upi,pune,Online course,11,Monday,2023
T1480,U046,2022-10-02,Expense,entertainment,159.0,Upi,,,10,Sunday,2022
T7959,U142,2021-02-14,Expense,Rnt,955.0,,MUM,Books,2,Sunday,2021
T5753,U016,2024-07-10,Expense,Food,3644.0,upi,hyderabad,Lunch,7,Wednesday,2024
T7319,U022,2022-12-03,Expense,Rent,41744.0,,Ahmedabad,Fixed deposit,12,Saturday,2022
T3502,U078,2023-05-19,Expense,rent,2197.0,upi,LUC,Books,5,Friday,2023
T5241,U129,2022-12-01,Expense,HEALTH,1956.0,Crd,DELHI,Gym membership,12,Thursday,2022
T5378,U028,2024-11-17,Expense,RENT,3355.0,Crd,HYDERABAD,,11,Sunday,2024
T10104,U070,2023-05-03,Expense,Food,1337.0,upi,JAIPUR,Electricity bill,5,Wednesday,2023
T6860,U093,2022-07-12,Expense,Foodd,598.0,CARD,hyderabad,Monthly rent payment,7,Tuesday,2022
T4100,U038,2023-06-28,Expense,Fod,1028.0,csh,PUNE,Monthly rent payment,6,Wednesday,2023
T13235,U049,2024-08-22,Expense,Entertainment,1720.0,CRD,BANGALORE,Petrol,8,Thursday,2024
T9753,U096,2022-07-23,Expense,Travel,9213.0,BankTransfer,lucknow,asdfgh,7,Saturday,2022
T9320,U124,2021-02-03,Income,Salary,30880.0,,JAIPUR,EMI payment,2,Wednesday,2021
T8886,U027,2022-01-25,Expense,uncategorized,1812.0,card,,misc,1,Tuesday,2022
T12832,U074,2023-12-20,Expense,Food,2857.0,Upi,JAIPUR,Fixed deposit,12,Wednesday,2023
T10890,U125,2024-01-09,Expense,Rent,35329.0,csh,CHENNAI,Electricity bill,1,Tuesday,2024
T4942,U034,2022-08-23,Expense,Food,2136.0,Upi,BANGALORE,...,8,Tuesday,2022
T9239,U036,2021-01-08,Expense,Rnt,6130.0,Bank Transfer,PUNE,Books,1,Friday,2021
T6876,U030,2024-06-14,Expense,Educaton,5540.0,card,ahmedabad,,6,Friday,2024
T9418,U116,2023-10-07,Income,Investment,55602.0,Csh,,misc,10,Saturday,2023
T13114,U003,2024-05-20,Expense,utilities,7693.0,CARD,,Gym membership,5,Monday,2024
T8166,U125,2024-12-26,Expense,education,9963.0,,HYD,Internet bill,12,Thursday,2024
T5190,U144,2022-09-29,Expense,EDU,2141.0,Bank Transfer,AHMEDABAD,test,9,Thursday,2022
T0665,U039,2021-05-30,Expense,Rnt,6677.0,Cash,PUN,Shopping,5,Sunday,2021
T13426,U015,2024-05-12,Expense,Helth,1971.0,Cash,Pune,Gym membership,5,Sunday,2024
T9322,U129,2021-02-02,Expense,Education,6905.0,Upi,jaipur,,2,Tuesday,2021
T8988,U039,2023-11-11,Expense,Savings,7662.0,upi,Kolkata,Lunch,11,Saturday,2023
T13676,U055,2022-05-11,Expense,Education,251.0,Bank Transfer,LUCKNOW,Coffee,5,Wednesday,2022
T6756,U002,2021-03-23,Expense,TRAVEL,6785.0,upi,mumbai,misc,3,Tuesday,2021
T2116,U115,2024-04-07,Expense,Utilities,1904.0,csh,Mumbai,Grocery shopping,4,Sunday,2024
T9333,U135,2024-10-02,Expense,TRAVEL,7390.0,Upi,delhi,Online course,10,Wednesday,2024
T12991,U090,2024-01-08,Expense,food,5447.0,Cash,Mumbai,,1,Monday,2024
T13624,U116,2021-02-21,Expense,health,6892.0,Bank_Transfer,AHMEDABAD,,2,Sunday,2021
T1759,U026,2022-03-30,Expense,Foodd,3463.0,Upi,MUM,Grocery shopping,3,Wednesday,2022
T5744,U024,2024-08-02,Expense,Foods,2768.0,bank transfer,PUN,Shopping,8,Friday,2024
T4565,U143,2024-05-03,Expense,food,6257.0,CARD,Ahmedabad,Doctor consultation,5,Friday,2024
T2134,U127,2022-02-17,Expense,travel,1758.0,upi,,,2,Thursday,2022
T11556,U083,2022-05-16,Expense,Travel,9973.0,Upi,Lucknow,Online course,5,Monday,2022
T6418,U038,2024-03-06,Expense,Helth,8135.0,CASH,mumbai,Monthly rent payment,3,Wednesday,2024
T3818,U009,2021-08-24,Expense,travel,6831.0,Upi,HYDERABAD,Monthly rent payment,8,Tuesday,2021
T11758,U041,2021-11-30,Expense,food,3491.0,Bank Transfer,kolkata,!!!,11,Tuesday,2021
T7754,U088,2022-04-09,Expense,SAVINGS,9507.0,Bank Transfer,JAI,Doctor consultation,4,Saturday,2022
T12897,U040,2022-06-25,Expense,Travl,8851.0,UPI,Ahmedabad,Grocery shopping,6,Saturday,2022
T4472,U134,2024-10-28,Income,Investment,67602.0,,,asdfgh,10,Monday,2024
T6521,U016,2021-05-06,Income,Investment,31110.0,BankTransfer,MUMBAI,Restaurant dinner,5,Thursday,2021
T2384,U125,2022-08-31,Expense,Travel,6249.0,bank transfer,,Train ticket,8,Wednesday,2022
T7632,U130,2022-10-04,Expense,Rentt,47161.0,Bank Transfr,ahmedabad,Monthly rent payment,10,Tuesday,2022
T1587,U012,2023-06-29,Expense,TRAVEL,3525.0,CARD,DELHI,Movie tickets,6,Thursday,2023
T3461,U148,2021-10-21,Income,Investment,67320.0,bank transfer,Jaipur,Gym membership,10,Thursday,2021
T3602,U143,2021-02-24,Income,Salary,18584.0,csh,Mumbai,...,2,Wednesday,2021
T3893,U002,2021-11-29,Expense,Helth,8193.0,bank transfer,Bangalore,xyz123,11,Monday,2021
T4142,U084,2023-07-23,Expense,Rentt,999999999.0,Bank Transfr,PUN,Gym membership,7,Sunday,2023
T6649,U026,2021-06-01,Expense,Foods,324.0,bank transfer,CHENNAI,Books,6,Tuesday,2021
T12383,U065,2023-08-19,Expense,Rnt,4351.0,,LUC,Train ticket,8,Saturday,2023
T0536,U125,2021-06-06,Expense,Entertain,3045.0,Cash,HYDERABAD,,6,Sunday,2021
T1510,U042,2021-08-09,Expense,Food,1226.0,Upi,MUM,,8,Monday,2021
T8935,U061,2024-01-06,Income,Bonus,42468.0,Bank Transfr,,Lunch,1,Saturday,2024
T10950,U018,2021-01-07,Expense,Foodd,3054.0,csh,CHE,,1,Thursday,2021
T2937,U123,2021-08-18,Expense,RENT,8424.0,CASH,AHM,Electricity bill,8,Wednesday,2021
