amount,user_id,date,transaction_type,category,amount.1,payment_mode,location,notes,month,weekday,year,description,transaction_id
T3253,U032,17-04-2024,Expense,Entrtnmnt,7397.0,Upi,,Coffee,4,Wednesday,2024.0,,
T7332,U118,17-06-2022,Expense,Travel,4897.0,CARD,DEL,Internet bill,6,Friday,2022.0,,
T5488,U121,15-04-2022,Expense,Educaton,999999999.0,Bank Transfr,pune,!!!,4,Friday,2022.0,,
T13936,U125,30-06-2022,Income,Freelance,66829.0,CASH,PUNE,Uber ride,6,Thursday,2022.0,,
T8216,U034,21-11-2024,Expense,travel,1699.0,Cash,bangalore,Online course,11,Thursday,2024.0,,
T13245,U032,21-07-2024,Income,Others,79575.0,Bank Transfr,KOLKATA,Restaurant dinner,7,Sunday,2024.0,,
T8455,U051,08-06-2021,Income,Others,23875.0,cash,Lucknow,misc,6,Tuesday,2021.0,,
T6510,U051,08-03-2021,Expense,Foodd,1702.0,CARD,DELHI,,3,Monday,2021.0,,
T7079,U046,23-02-2023,Expense,Foodd,4738.0,Crd,CHENNAI,Books,2,Thursday,2023.0,,
T7529,U117,08-04-2024,Expense,RENT,4968.0,CARD,DELHI,,4,Monday,2024.0,,
T12997,U072,01-07-2021,Expense,Entertainment,5029.0,Crd,Delhi,xyz123,7,Thursday,2021.0,,
T3474,U009,27-09-2022,Expense,Foods,1193.0,card,Kolkata,,9,Tuesday,2022.0,,
T4995,U071,08-02-2024,Expense,Fod,5328.0,Cash,Bangalore,,2,Thursday,2024.0,,
T6373,U061,12-06-2024,Expense,Food,3531.0,Bank Transfer,,Doctor consultation,6,Wednesday,2024.0,,
T7322,U087,06-01-2021,Expense,RENT,4192.0,Upi,DELHI,...,1,Wednesday,2021.0,,
T5231,U085,03-07-2023,Expense,Foodd,0.0,Upi,HYDERABAD,Restaurant dinner,7,Monday,2023.0,,
T1742,U072,26-04-2023,Expense,entertainment,2827.0,CARD,Hyderabad,Online course,4,Wednesday,2023.0,,
T1743,U141,12-09-2022,Expense,Fod,1546.0,Crd,hyderabad,Internet bill,9,Monday,2022.0,,
T4612,U124,30-04-2022,Expense,EDU,4701.0,Bank Transfer,Chennai,xyz123,4,Saturday,2022.0,,
T7042,U038,28-08-2021,Expense,RENT,575.0,Bank_Transfer,DEL,asdfgh,8,Saturday,2021.0,,
T11644,U026,23-09-2024,Expense,Travel,7322.0,Bank_Transfer,CHENNAI,Movie tickets,9,Monday,2024.0,,
T4860,U139,14-09-2021,Expense,Foods,2889.0,card,,Restaurant dinner,9,Tuesday,2021.0,,
T6523,U010,12-05-2023,Income,Bonus,365282.0,Bank Transfr,AHMEDABAD,EMI payment,5,Friday,2023.0,,
T4342,U098,25-01-2022,Income,Salary,36962.0,CASH,HYDERABAD,Shopping,1,Tuesday,2022.0,,
T0186,U104,26-10-2024,Expense,Utlities,6957.0,CRD,CHENNAI,,10,Saturday,2024.0,,
T7193,U034,04-01-2021,Income,Freelance,54312.0,Crd,lucknow,Online course,1,Monday,2021.0,,
T9728,U113,12-11-2023,Expense,Rent,21272.0,CASH,JAI,misc,11,Sunday,2023.0,,
T12047,U102,20-08-2022,Expense,FOOD,9581.0,Card,LUC,Movie tickets,8,Saturday,2022.0,,
T0851,U100,23-04-2021,Income,Freelance,53888.0,Cash,Pune,Electricity bill,4,Friday,2021.0,,
T7642,U025,04-01-2022,Expense,Rentt,26260.0,CASH,AHMEDABAD,ATM withdrawal,1,Tuesday,2022.0,,
T10712,U124,15-05-2021,Expense,food,8136.0,UPi,Lucknow,Coffee,5,Saturday,2021.0,,
T11721,U115,05-07-2022,Expense,Traval,1007.0,CARD,Ahmedabad,ATM withdrawal,7,Tuesday,2022.0,,
T6785,U113,23-07-2023,Expense,Entertainment,8290.0,BankTransfer,Hyderabad,Coffee,7,Sunday,2023.0,,
T9627,U036,04-04-2023,Income,Others,30386.0,CRD,LUCKNOW,,4,Tuesday,2023.0,,
T2722,U025,10-09-2024,Expense,Foodd,3161.0,Bank Transfr,Mumbai,,9,Tuesday,2024.0,,
T8182,U129,20-03-2024,Expense,Utilities,2919.0,card,CHENNAI,Electricity bill,3,Wednesday,2024.0,,
T5175,U080,12-04-2024,Expense,Utility,7463.0,CASH,JAIPUR,!!!,4,Friday,2024.0,,
T5489,U095,17-02-2023,Income,Others,41028.0,Crd,,,2,Friday,2023.0,,
T3350,U076,31-01-2022,Expense,Travel,-1000.0,Bank_Transfer,delhi,Coffee,1,Monday,2022.0,,
T2196,U145,31-10-2024,Expense,Utlities,934.0,Card,Mumbai,Fixed deposit,10,Thursday,2024.0,,
T2943,U090,05-08-2021,Expense,Foodd,3813.0,csh,hyderabad,EMI payment,8,Thursday,2021.0,,
T9196,U077,08-12-2021,Expense,food,2222.0,Csh,pune,test,12,Wednesday,2021.0,,
T12249,U045,20-02-2021,Expense,FOOD,4958.0,Upi,BANGALORE,...,2,Saturday,2021.0,,
T12831,U115,17-09-2023,Expense,Rnt,4542.0,Cash,KOLKATA,!!!,9,Sunday,2023.0,,
T11184,U109,13-05-2024,Expense,Utlities,6700.0,,HYD,,5,Monday,2024.0,,
T4479,U102,05-08-2022,Income,Bonus,29319.0,upi,CHE,,8,Friday,2022.0,,
T7199,U021,05-07-2022,Expense,Fod,8386.0,cash,Mumbai,,7,Tuesday,2022.0,,
T8169,U139,01-10-2022,Expense,Fod,7649.0,csh,HYDERABAD,,10,Saturday,2022.0,,
T3538,U038,14-11-2021,Expense,Entertain,5866.0,CASH,BANGALORE,Doctor consultation,11,Sunday,2021.0,,
T6613,U122,18-01-2024,Expense,Rentt,27774.0,Upi,Bangalore,!!!,1,Thursday,2024.0,,
T5576,U009,07-12-2023,Expense,Travl,3790.0,Upi,Lucknow,Fixed deposit,12,Thursday,2023.0,,
T1472,U058,21-04-2024,Expense,Travl,1499.0,UPI,LUCKNOW,!!!,4,Sunday,2024.0,,
T10927,U100,17-09-2023,Expense,Rentt,38688.0,Cash,Bangalore,EMI payment,9,Sunday,2023.0,,
T12131,U146,23-12-2022,Expense,Rnt,3832.0,,LUCKNOW,,12,Friday,2022.0,,
T2416,U056,30-01-2023,Income,Others,77582.0,CARD,CHE,!!!,1,Monday,2023.0,,
T11009,U145,24-04-2024,Expense,Traval,8099.0,Bank_Transfer,Lucknow,asdfgh,4,Wednesday,2024.0,,
T7656,U128,07-04-2023,Expense,Food,2532.0,UPI,,Movie tickets,4,Friday,2023.0,,
T12158,U124,22-06-2023,Expense,Foods,1667.0,CRD,,,6,Thursday,2023.0,,
T11860,U110,10-07-2021,Expense,Travl,8061.0,CASH,,,7,Saturday,2021.0,,
T8511,U134,17-06-2022,Expense,Entrtnmnt,3769.0,Upi,Chennai,EMI payment,6,Friday,2022.0,,
T4302,U014,22-09-2023,Expense,Rent,36134.0,CRD,JAI,Online course,9,Friday,2023.0,,
T12613,U002,08-05-2023,Expense,Foodd,4359.0,UPi,PUN,,5,Monday,2023.0,,
T3068,U060,06-01-2022,Expense,Savings,1050.0,Csh,JAIPUR,test,1,Thursday,2022.0,,
T4456,U047,13-03-2021,Expense,Food,440.0,upi,AHMEDABAD,!!!,3,Saturday,2021.0,,
T6226,U020,14-10-2021,Expense,Rnt,3663.0,upi,Lucknow,Train ticket,10,Thursday,2021.0,,
T2262,U020,19-03-2021,Expense,Entertain,4398.0,BankTransfer,AHMEDABAD,Electricity bill,3,Friday,2021.0,,
T3514,U121,29-08-2023,Expense,Foodd,980.0,CARD,Chennai,Fixed deposit,8,Tuesday,2023.0,,
T9049,U041,11-08-2022,Expense,Fod,-500.0,UPi,jaipur,Electricity bill,8,Thursday,2022.0,,
T2815,U036,23-04-2021,Expense,health,5987.0,Csh,Delhi,asdfgh,4,Friday,2021.0,,
T11699,U010,18-08-2021,Income,Freelance,48888.0,csh,ahmedabad,!!!,8,Wednesday,2021.0,,
T4666,U083,07-01-2022,Expense,Utilties,5210.0,Cash,DELHI,Online course,1,Friday,2022.0,,
T3883,U010,26-01-2023,Expense,Utlities,8132.0,UPI,bangalore,Grocery shopping,1,Thursday,2023.0,,
T13675,U111,15-12-2021,Expense,Education,4169.0,Upi,PUN,misc,12,Wednesday,2021.0,,
T2063,U080,19-10-2023,Expense,Utilities,2572.0,csh,MUM,Electricity bill,10,Thursday,2023.0,,
T11589,U030,28-11-2022,Expense,Travl,330.0,Upi,jaipur,,11,Monday,2022.0,,
T7860,U130,10-06-2024,Expense,Traval,4406.0,UPi,BAN,Electricity bill,6,Monday,2024.0,,
T11634,U075,29-12-2024,Expense,FOOD,5286.0,Crd,PUNE,Internet bill,12,Sunday,2024.0,,
T6160,U012,23-05-2022,Income,Others,78356.0,bank transfer,ahmedabad,Books,5,Monday,2022.0,,
T12038,U085,15-12-2021,Income,Bonus,55365.0,cash,mumbai,xyz123,12,Wednesday,2021.0,,
T1441,U014,22-11-2024,Income,Investment,16678.0,Upi,CHENNAI,ATM withdrawal,11,Friday,2024.0,,
T2689,U105,16-06-2021,Expense,Traval,7842.0,UPi,pune,,6,Wednesday,2021.0,,
T10548,U111,08-05-2022,Expense,Foods,1789.0,Upi,KOLKATA,,5,Sunday,2022.0,,
T8830,U013,07-04-2021,Expense,Education,2819.0,card,HYD,,4,Wednesday,2021.0,,
T5002,U109,19-07-2022,Expense,food,7284.0,Crd,,Shopping,7,Tuesday,2022.0,,
T2997,U036,06-01-2022,Expense,travel,9335.0,upi,delhi,asdfgh,1,Thursday,2022.0,,
T8890,U031,07-11-2021,Expense,Foodd,1618.0,UPI,Ahmedabad,Internet bill,11,Sunday,2021.0,,
T9067,U118,29-10-2023,Expense,travel,9715.0,Upi,chennai,Online course,10,Sunday,2023.0,,
T9242,U016,29-11-2023,Expense,Rentt,13000.0,,LUCKNOW,Doctor consultation,11,Wednesday,2023.0,,
T10857,U034,05-10-2024,Expense,EDU,1124.0,CRD,,,10,Saturday,2024.0,,
T9866,U082,05-05-2022,Expense,Utility,4406.0,Bank_Transfer,JAI,Monthly rent payment,5,Thursday,2022.0,,
T6353,U126,13-01-2024,Income,Freelance,49713.0,Cash,,test,1,Saturday,2024.0,,
T3782,U004,11-11-2021,Expense,Fod,5795.0,UPI,Kolkata,EMI payment,11,Thursday,2021.0,,
T0264,U133,11-09-2022,Income,Investment,46170.0,Card,,Shopping,9,Sunday,2022.0,,
T3592,U036,23-08-2021,Expense,Travel,6421.0,BankTransfer,Bangalore,Internet bill,8,Monday,2021.0,,
T0498,U071,22-09-2021,Income,Freelance,79791.0,CARD,Pune,xyz123,9,Wednesday,2021.0,,
T5523,U024,16-05-2021,Expense,Rnt,7809.0,csh,AHM,Internet bill,5,Sunday,2021.0,,
T7870,U094,03-04-2022,Income,Salary,18760.0,upi,,,4,Sunday,2022.0,,
T5118,U073,29-10-2023,Expense,Fod,7685.0,upi,JAI,,10,Sunday,2023.0,,
T0175,U139,22-04-2024,Expense,Fod,8873.0,CARD,pune,Uber ride,4,Monday,2024.0,,
T12250,U002,14-12-2021,Income,Investment,56818.0,Bank Transfer,Hyderabad,EMI payment,12,Tuesday,2021.0,,
T7226,U057,28-06-2021,Expense,Educaton,3562.0,Bank Transfer,hyderabad,Petrol,6,Monday,2021.0,,
T10837,U117,31-07-2024,Expense,Health,700.0,,Chennai,Coffee,7,Wednesday,2024.0,,
T6717,U121,27-09-2021,Expense,Food,3864.0,UPI,Ahmedabad,,9,Monday,2021.0,,
T10140,U008,08-10-2022,Expense,Traval,4320.0,Crd,AHM,,10,Saturday,2022.0,,
T0058,U072,29-01-2023,Expense,travel,6118.0,bank transfer,DEL,,1,Sunday,2023.0,,
T10343,U103,18-04-2021,Expense,Entrtnmnt,7091.0,Csh,DELHI,Fixed deposit,4,Sunday,2021.0,,
T6733,U099,02-03-2024,Expense,Utility,2164.0,Upi,JAIPUR,Train ticket,3,Saturday,2024.0,,
T0873,U110,12-10-2022,Income,Freelance,24300.0,Cash,BAN,,10,Wednesday,2022.0,,
T11800,U104,14-10-2021,Expense,health,6661.0,CARD,,Uber ride,10,Thursday,2021.0,,
T10446,U073,22-01-2022,Expense,Foodd,4223.0,Bank Transfer,LUCKNOW,Gym membership,1,Saturday,2022.0,,
T7094,U146,23-08-2023,Expense,food,4322.0,Csh,jaipur,xyz123,8,Wednesday,2023.0,,
T3355,U139,29-07-2024,Expense,food,9180.0,,HYD,asdfgh,7,Monday,2024.0,,
T6756,U087,13-07-2023,Expense,rent,4012.0,UPi,,,7,Thursday,2023.0,,
T13228,U015,20-06-2021,Income,Others,55263.0,card,ahmedabad,,6,Sunday,2021.0,,
T2696,U115,13-05-2024,Income,Salary,15451.0,Bank_Transfer,Delhi,Grocery shopping,5,Monday,2024.0,,
T1101,U074,26-03-2023,Expense,rent,4433.0,Crd,delhi,Monthly rent payment,3,Sunday,2023.0,,
T5460,U076,11-09-2024,Expense,HEALTH,3459.0,Csh,,,9,Wednesday,2024.0,,
T2012,U037,23-04-2024,Expense,Travl,5405.0,CASH,CHENNAI,Monthly rent payment,4,Tuesday,2024.0,,
T3758,U025,17-01-2021,Expense,Utility,1125.0,Cash,jaipur,,1,Sunday,2021.0,,
T11528,U050,23-11-2023,Expense,food,3794.0,Bank Transfr,KOLKATA,ATM withdrawal,11,Thursday,2023.0,,
T3842,U126,10-05-2021,Expense,Utility,9186.0,CRD,HYD,Train ticket,5,Monday,2021.0,,
T12494,U097,02-01-2023,Expense,Savings,8303.0,,mumbai,Gym membership,1,Monday,2023.0,,
T8082,U022,18-01-2021,Expense,RENT,9500.0,BankTransfer,,Internet bill,1,Monday,2021.0,,
T9613,U089,22-08-2024,Expense,Utilties,9308.0,UPi,DELHI,asdfgh,8,Thursday,2024.0,,
T5992,U149,24-06-2022,Expense,Travel,8214.0,Cash,mumbai,,6,Friday,2022.0,,
T11157,U043,03-05-2024,Income,Salary,32170.0,BankTransfer,DELHI,!!!,5,Friday,2024.0,,
T13567,U014,27-12-2024,Expense,Utlities,4619.0,UPi,,EMI payment,12,Friday,2024.0,,
T11514,U033,16-11-2023,Expense,entertainment,3543.0,bank transfer,Hyderabad,...,11,Thursday,2023.0,,
T13270,U117,01-11-2022,Expense,Foods,2424.0,CARD,PUN,,11,Tuesday,2022.0,,
T9298,U069,27-11-2022,Income,Salary,67763.0,CRD,Lucknow,Shopping,11,Sunday,2022.0,,
T10498,U124,03-08-2024,Expense,Foods,4802.0,upi,Jaipur,misc,8,Saturday,2024.0,,
T11639,U116,10-12-2024,Income,Investment,60900.0,UPi,Ahmedabad,Books,12,Tuesday,2024.0,,
T7899,U015,09-05-2023,Expense,Rentt,12479.0,UPI,pune,xyz123,5,Tuesday,2023.0,,
T9396,U088,30-03-2022,Expense,food,1548.0,cash,Pune,Medicine,3,Wednesday,2022.0,,
T2368,U062,06-03-2022,Expense,Educaton,5130.0,Upi,BAN,Medicine,3,Sunday,2022.0,,
T8986,U082,16-01-2023,Expense,entertainment,8343.0,CASH,,Online course,1,Monday,2023.0,,
T12680,U130,20-03-2024,Income,Others,59192.0,UPI,mumbai,Lunch,3,Wednesday,2024.0,,
T0914,U009,28-11-2024,Expense,Rnt,7801.0,csh,Kolkata,Uber ride,11,Thursday,2024.0,,
T4532,U058,04-01-2022,Income,Investment,45931.0,cash,PUN,Coffee,1,Tuesday,2022.0,,
T12229,U027,09-10-2023,Expense,Foods,1180.0,Upi,HYD,,10,Monday,2023.0,,
T9786,U107,16-10-2024,Expense,utilities,2726.0,CASH,pune,!!!,10,Wednesday,2024.0,,
T8193,U048,25-04-2021,Expense,Rent,12794.0,,KOL,Petrol,4,Sunday,2021.0,,
T4116,U022,04-08-2022,Expense,Savings,6826.0,Bank Transfer,MUM,Doctor consultation,8,Thursday,2022.0,,
T1584,U067,06-12-2021,Expense,Entrtnmnt,3560.0,UPI,Chennai,Internet bill,12,Monday,2021.0,,
T9094,U005,22-01-2022,Income,Salary,72722.0,UPI,MUM,misc,1,Saturday,2022.0,,
T11950,U036,13-12-2023,Expense,Rentt,37451.0,Upi,BAN,,12,Wednesday,2023.0,,
T3189,U068,17-10-2024,Income,Bonus,36373.0,CRD,,Restaurant dinner,10,Thursday,2024.0,,
T2070,U138,22-06-2022,Expense,Rnt,7229.0,bank transfer,AHMEDABAD,Lunch,6,Wednesday,2022.0,,
T12970,U105,17-03-2022,Expense,Rnt,8162.0,Csh,Delhi,asdfgh,3,Thursday,2022.0,,
T6782,U015,14-10-2021,Expense,Entertain,7185.0,upi,HYD,Online course,10,Thursday,2021.0,,
T2566,U043,06-05-2023,Income,Investment,33210.0,bank transfer,Delhi,Petrol,5,Saturday,2023.0,,
T3232,U057,20-10-2021,Expense,travel,9420.0,Bank Transfer,KOLKATA,Electricity bill,10,Wednesday,2021.0,,
T5914,U002,07-07-2021,Income,Freelance,32675.0,cash,jaipur,,7,Wednesday,2021.0,,
T12356,U032,12-05-2023,Expense,Traval,741.0,Csh,chennai,...,5,Friday,2023.0,,
T9644,U086,01-07-2024,Income,Investment,48693.0,,mumbai,Monthly rent payment,7,Monday,2024.0,,
T9840,U126,24-09-2024,Expense,Rentt,48411.0,UPi,LUCKNOW,Doctor consultation,9,Tuesday,2024.0,,
T11921,U103,28-06-2022,Expense,Rent,7222.0,Bank_Transfer,jaipur,,6,Tuesday,2022.0,,
T8423,U030,02-07-2023,Expense,Foodd,2004.0,CARD,mumbai,Fixed deposit,7,Sunday,2023.0,,
T3323,U063,27-01-2021,Expense,education,8408.0,CARD,pune,,1,Wednesday,2021.0,,
T12124,U104,24-07-2021,Expense,Foods,1004.0,Cash,LUCKNOW,Restaurant dinner,7,Saturday,2021.0,,
T5903,U081,20-11-2023,Expense,RENT,502.0,Bank Transfer,ahmedabad,Internet bill,11,Monday,2023.0,,
T7879,U072,06-01-2023,Expense,rent,6176.0,csh,BAN,Gym membership,1,Friday,2023.0,,
T13159,U035,23-11-2021,Expense,Utility,5708.0,CASH,HYD,Restaurant dinner,11,Tuesday,2021.0,,
T10229,U016,02-05-2023,Income,Freelance,44732.0,,Jaipur,Doctor consultation,5,Tuesday,2023.0,,
T3610,U063,27-12-2021,Expense,SAVINGS,2782.0,UPI,HYD,Gym membership,12,Monday,2021.0,,
T10557,U077,17-11-2023,Expense,Travel,3607.0,cash,Delhi,Coffee,11,Friday,2023.0,,
T4485,U086,07-02-2024,Expense,Fod,2701.0,Bank_Transfer,HYD,Internet bill,2,Wednesday,2024.0,,
T12361,U038,26-08-2021,Expense,Entertainment,8667.0,UPi,PUN,ATM withdrawal,8,Thursday,2021.0,,
T12788,U131,14-09-2022,Expense,TRAVEL,8740.0,,Kolkata,Electricity bill,9,Wednesday,2022.0,,
T2391,U118,14-10-2024,Expense,Foodd,1311.0,bank transfer,chennai,...,10,Monday,2024.0,,
T4963,U061,29-10-2023,Expense,entertainment,9991.0,Csh,chennai,,10,Sunday,2023.0,,
T6393,U015,16-09-2021,Expense,Saving,4828.0,upi,DEL,...,9,Thursday,2021.0,,
T2492,U007,24-08-2023,Expense,Rentt,31837.0,Card,jaipur,,8,Thursday,2023.0,,
T12574,U120,18-11-2024,Expense,Rentt,39367.0,Upi,Jaipur,EMI payment,11,Monday,2024.0,,
T8471,U039,11-12-2023,Expense,Foods,2476.0,BankTransfer,,EMI payment,12,Monday,2023.0,,
T10360,U077,07-01-2024,Expense,RENT,7560.0,CARD,Mumbai,Lunch,1,Sunday,2024.0,,
T4691,U062,07-04-2024,Expense,Foodd,4894.0,BankTransfer,Pune,Movie tickets,4,Sunday,2024.0,,
T0570,U130,13-12-2023,Expense,Utility,6715.0,Card,AHM,,12,Wednesday,2023.0,,
T0891,U017,03-09-2024,Income,Bonus,75084.0,CARD,kolkata,Medicine,9,Tuesday,2024.0,,
T12242,U056,10-01-2024,Expense,Travel,0.0,Upi,JAIPUR,Movie tickets,1,Wednesday,2024.0,,
T11825,U026,21-04-2022,Expense,Foodd,3699.0,UPi,pune,,4,Thursday,2022.0,,
T10344,U089,03-10-2024,Income,Salary,68142.0,Upi,MUMBAI,Internet bill,10,Thursday,2024.0,,
T10933,U062,07-10-2024,Expense,Health,8737.0,CARD,KOLKATA,Monthly rent payment,10,Monday,2024.0,,
T8915,U032,03-09-2022,Expense,Rentt,16079.0,cash,BAN,Books,9,Saturday,2022.0,,
T10566,U066,15-07-2022,Expense,entertainment,3293.0,Csh,hyderabad,Books,7,Friday,2022.0,,
T5034,U042,12-10-2024,Expense,Entertain,5248.0,Cash,KOL,Restaurant dinner,10,Saturday,2024.0,,
T5470,U112,24-06-2024,Expense,Entertain,5246.0,Card,PUNE,,6,Monday,2024.0,,
T8767,U113,31-05-2024,Expense,Food,-500.0,Csh,,Uber ride,5,Friday,2024.0,,
T6550,U075,09-07-2022,Expense,Travel,8890.0,Cash,jaipur,Restaurant dinner,7,Saturday,2022.0,,
T3674,U146,12-07-2023,Income,Salary,61776.0,card,Pune,...,7,Wednesday,2023.0,,
T4927,U149,25-09-2024,Expense,SAVINGS,7003.0,cash,delhi,,9,Wednesday,2024.0,,
T0905,U140,21-06-2021,Expense,Misc,8365.0,Card,Ahmedabad,Monthly rent payment,6,Monday,2021.0,,
T13985,U010,12-07-2022,Expense,Foodd,4960.0,BankTransfer,ahmedabad,Movie tickets,7,Tuesday,2022.0,,
T6349,U041,31-12-2022,Expense,Utility,2648.0,Card,BAN,,12,Saturday,2022.0,,
T8851,U055,08-04-2021,Expense,Fod,7208.0,Cash,MUM,Uber ride,4,Thursday,2021.0,,
T1906,U093,19-10-2023,Expense,Rentt,17463.0,cash,Kolkata,Monthly rent payment,10,Thursday,2023.0,,
T6862,U003,04-06-2023,Expense,food,8751.0,cash,AHM,EMI payment,6,Sunday,2023.0,,
T10290,U061,09-03-2022,Expense,RENT,8321.0,,CHENNAI,,3,Wednesday,2022.0,,
T13601,U048,16-11-2021,Expense,Entertain,2759.0,upi,,EMI payment,11,Tuesday,2021.0,,
T8246,U042,14-03-2022,Expense,travel,9360.0,Bank Transfr,MUMBAI,Monthly rent payment,3,Monday,2022.0,,
T12783,U097,04-08-2024,Expense,TRAVEL,9803.0,cash,Bangalore,Fixed deposit,8,Sunday,2024.0,,
T4004,U082,03-01-2024,Expense,Educaton,9457.0,UPI,PUN,misc,1,Wednesday,2024.0,,
T5316,U105,31-08-2024,Income,Investment,28409.0,card,PUN,,8,Saturday,2024.0,,
T3342,U088,09-06-2023,Expense,Rnt,2129.0,card,HYDERABAD,Gym membership,6,Friday,2023.0,,
T1992,U060,07-09-2024,Expense,RENT,5290.0,CRD,lucknow,Train ticket,9,Saturday,2024.0,,
T8361,U003,16-05-2023,Expense,rent,2278.0,Bank Transfer,delhi,Train ticket,5,Tuesday,2023.0,,
T3073,U007,01-12-2022,Expense,Foods,4873.0,Bank Transfr,bangalore,Lunch,12,Thursday,2022.0,,
T9812,U141,24-05-2024,Expense,Foodd,301.0,Csh,BANGALORE,,5,Friday,2024.0,,
T12782,U109,08-03-2023,Expense,travel,9786.0,CASH,Hyderabad,Doctor consultation,3,Wednesday,2023.0,,
T2584,U021,25-06-2023,Expense,Rent,37979.0,Bank_Transfer,Jaipur,Doctor consultation,6,Sunday,2023.0,,
T7505,U110,04-01-2021,Income,Others,64814.0,UPI,PUN,Uber ride,1,Monday,2021.0,,
T13458,U058,18-09-2024,Expense,Rnt,328.0,CARD,KOL,Coffee,9,Wednesday,2024.0,,
T7346,U062,31-01-2023,Expense,EDU,6485.0,CARD,,test,1,Tuesday,2023.0,,
T8385,U106,09-12-2024,Income,Salary,40631.0,BankTransfer,PUN,,12,Monday,2024.0,,
T13620,U144,20-03-2022,Expense,Utilities,1686.0,Upi,JAI,,3,Sunday,2022.0,,
T8443,U004,23-11-2022,Expense,Entertain,999999999.0,,hyderabad,Electricity bill,11,Wednesday,2022.0,,
T12645,U024,17-06-2023,Income,Freelance,62527.0,bank transfer,Kolkata,Monthly rent payment,6,Saturday,2023.0,,
T3752,U046,09-01-2024,Expense,food,9721.0,CRD,CHE,Shopping,1,Tuesday,2024.0,,
T12674,U024,24-03-2024,Expense,Rentt,12001.0,upi,BAN,,3,Sunday,2024.0,,
T6417,U029,21-12-2021,Income,Others,44645.0,Upi,HYDERABAD,Petrol,12,Tuesday,2021.0,,
T13046,U137,06-02-2021,Expense,Travl,4885.0,Crd,LUCKNOW,Doctor consultation,2,Saturday,2021.0,,
T8763,U144,24-05-2023,Income,Others,53848.0,Crd,,,5,Wednesday,2023.0,,
T2623,U021,22-05-2023,Expense,Foodd,4698.0,UPi,Ahmedabad,Shopping,5,Monday,2023.0,,
T9155,U037,31-07-2023,Expense,Rent,28481.0,Cash,HYDERABAD,test,7,Monday,2023.0,,
T2748,U049,28-02-2023,Income,Freelance,73238.0,Csh,HYDERABAD,misc,2,Tuesday,2023.0,,
T13327,U014,12-10-2024,Expense,Rentt,45422.0,Cash,KOLKATA,,10,Saturday,2024.0,,
T2855,U008,01-08-2021,Expense,Rnt,8813.0,CRD,JAI,Petrol,8,Sunday,2021.0,,
T8589,U019,18-03-2023,Expense,Entertainment,5711.0,Csh,PUNE,Medicine,3,Saturday,2023.0,,
T10120,U016,23-11-2023,Income,Others,64931.0,Bank Transfer,KOLKATA,xyz123,11,Thursday,2023.0,,
T2112,U134,19-12-2022,Expense,Travel,5608.0,CASH,MUMBAI,Electricity bill,12,Monday,2022.0,,
T1070,U075,20-05-2022,Expense,utilities,8084.0,Cash,CHE,test,5,Friday,2022.0,,
T4917,U044,03-02-2022,Expense,Travl,5889.0,Bank Transfr,Hyderabad,,2,Thursday,2022.0,,
T10065,U057,01-04-2023,Expense,Savings,433.0,Bank_Transfer,Kolkata,EMI payment,4,Saturday,2023.0,,
T10082,U006,10-08-2023,Expense,Entrtnmnt,8886.0,Card,lucknow,...,8,Thursday,2023.0,,
T8777,U015,07-11-2023,Expense,Rent,43520.0,UPI,hyderabad,Monthly rent payment,11,Tuesday,2023.0,,
T8908,U137,05-01-2024,Expense,RENT,5192.0,Bank Transfr,,,1,Friday,2024.0,,
T9252,U067,03-09-2023,Expense,rent,8529.0,upi,PUN,ATM withdrawal,9,Sunday,2023.0,,
T8209,U013,12-01-2023,Expense,Entertainment,5020.0,Cash,pune,,1,Thursday,2023.0,,
T9404,U090,20-03-2023,Income,Salary,55112.0,Crd,HYDERABAD,Doctor consultation,3,Monday,2023.0,,
T9276,U007,20-02-2024,Expense,Travel,2061.0,upi,bangalore,Restaurant dinner,2,Tuesday,2024.0,,
T6534,U020,15-03-2022,Expense,Utility,1190.0,upi,bangalore,Lunch,3,Tuesday,2022.0,,
T0180,U126,03-11-2024,Income,Others,64627.0,Bank Transfr,PUNE,,11,Sunday,2024.0,,
T11546,U084,23-08-2021,Expense,Entertainment,2819.0,CRD,HYD,Books,8,Monday,2021.0,,
T5879,U130,21-05-2021,Expense,food,4649.0,Upi,BANGALORE,Petrol,5,Friday,2021.0,,
T2568,U107,07-11-2023,Expense,Rnt,9660.0,Bank Transfer,JAI,!!!,11,Tuesday,2023.0,,
T4260,U056,14-04-2024,Expense,rent,4123.0,upi,,Electricity bill,4,Sunday,2024.0,,
T12657,U004,01-10-2024,Expense,Traval,4701.0,csh,,test,10,Tuesday,2024.0,,
T13047,U055,07-01-2022,Expense,Foods,4570.0,card,hyderabad,Train ticket,1,Friday,2022.0,,
T5027,U019,22-09-2021,Expense,Utlities,396.0,UPI,Chennai,,9,Wednesday,2021.0,,
T8829,U091,31-10-2021,Expense,rent,2214.0,Crd,pune,Train ticket,10,Sunday,2021.0,,
T1447,U081,20-07-2021,Expense,food,3972.0,BankTransfer,CHE,,7,Tuesday,2021.0,,
T6945,U094,12-05-2021,Expense,education,1331.0,upi,MUM,Online course,5,Wednesday,2021.0,,
T4370,U026,08-12-2024,Expense,RENT,3550.0,BankTransfer,Delhi,test,12,Sunday,2024.0,,
